  Frames  Seconds        Occurrences                    PDF                    CDF                  1-CDF              1/CDF               1/(1-CDF)
    4383  73.0500  20470796735597278  1.109724114662187e-03  6.787179272794406e-01  3.223917968352216e-01               1.47                    3.10
    4384  73.0667  20444927185805240  1.108321723557900e-03  6.798262490029985e-01  3.212820727205594e-01               1.47                    3.11
    4385  73.0833  20418888544164824  1.106910165966144e-03  6.809331591689647e-01  3.201737509970015e-01               1.47                    3.12
    4386  73.1000  20392681651291005  1.105489487456750e-03  6.820386486564214e-01  3.190668408310353e-01               1.47                    3.13
    4387  73.1167  20366307361515231  1.104059734343117e-03  6.831427083907645e-01  3.179613513435786e-01               1.46                    3.15
    4388  73.1333  20339766524952459  1.102620952710070e-03  6.842453293434746e-01  3.168572916092355e-01               1.46                    3.16
    4389  73.1500  20313059993256682  1.101173188725864e-03  6.853465025322004e-01  3.157546706565254e-01               1.46                    3.17
    4390  73.1667  20286188632476598  1.099716489339094e-03  6.864462190215396e-01  3.146534974677995e-01               1.46                    3.18
    4391  73.1833  20259153290439634  1.098250900510575e-03  6.875444699220501e-01  3.135537809784604e-01               1.45                    3.19
    4392  73.2000  20231954819417723  1.096776468442063e-03  6.886412463904922e-01  3.124555300779499e-01               1.45                    3.20
    4393  73.2167  20204594072249107  1.095293239366011e-03  6.897365396298583e-01  3.113587536095078e-01               1.45                    3.21
    4394  73.2333  20177071918008481  1.093801260395053e-03  6.908303408902533e-01  3.102634603701418e-01               1.45                    3.22
    4395  73.2500  20149389200872930  1.092300577292120e-03  6.919226414675453e-01  3.091696591097468e-01               1.45                    3.23
    4396  73.2667  20121546772334731  1.090791236216700e-03  6.930134327037620e-01  3.080773585324546e-01               1.44                    3.25
    4397  73.2833  20093545481972203  1.089273283224528e-03  6.941027059869866e-01  3.069865672962379e-01               1.44                    3.26
    4398  73.3000  20065386181059456  1.087746764463264e-03  6.951904527514499e-01  3.058972940130134e-01               1.44                    3.27
    4399  73.3167  20037069735708430  1.086211726884932e-03  6.962766644783348e-01  3.048095472485501e-01               1.44                    3.28
    4400  73.3333  20008596994599544  1.084668216496588e-03  6.973613326948314e-01  3.037233355216652e-01               1.43                    3.29
    4401  73.3500  19979968809301267  1.083116279461853e-03  6.984444489742933e-01  3.026386673051686e-01               1.43                    3.30
    4402  73.3667  19951186032681790  1.081555962014803e-03  6.995260049363080e-01  3.015555510257067e-01               1.43                    3.32
    4403  73.3833  19922249533758054  1.079987311264941e-03  7.006059922475730e-01  3.004739950636919e-01               1.43                    3.33
    4404  73.4000  19893160156517570  1.078410372964921e-03  7.016844026205379e-01  2.993940077524270e-01               1.43                    3.34
    4405  73.4167  19863918753268996  1.076825193318490e-03  7.027612278138564e-01  2.983155973794621e-01               1.42                    3.35
    4406  73.4333  19834526173128833  1.075231818356344e-03  7.038364596322128e-01  2.972387721861436e-01               1.42                    3.36
    4407  73.4500  19804983267041857  1.073630294208292e-03  7.049100899264210e-01  2.961635403677872e-01               1.42                    3.38
    4408  73.4667  19775290901137511  1.072020667827306e-03  7.059821105942483e-01  2.950899100735790e-01               1.42                    3.39
    4409  73.4833  19745449924997181  1.070402985269284e-03  7.070525135795176e-01  2.940178894057516e-01               1.41                    3.40
    4410  73.5000  19715461189450732  1.068777292657807e-03  7.081212908721755e-01  2.929474864204824e-01               1.41                    3.41
    4411  73.5167  19685325547418967  1.067143636229802e-03  7.091884345084052e-01  2.918787091278245e-01               1.41                    3.43
    4412  73.5333  19655043867839638  1.065502063090481e-03  7.102539365714957e-01  2.908115654915948e-01               1.41                    3.44
    4413  73.5500  19624616994521836  1.063852618982826e-03  7.113177891904785e-01  2.897460634285043e-01               1.41                    3.45
    4414  73.5667  19594045780601684  1.062195350155439e-03  7.123799845406340e-01  2.886822108095214e-01               1.40                    3.46
    4415  73.5833  19563331074710308  1.060530302612705e-03  7.134405148432467e-01  2.876200154593660e-01               1.40                    3.48
    4416  73.6000  19532473742746404  1.058857523295086e-03  7.144993723665418e-01  2.865594851567533e-01               1.40                    3.49
    4417  73.6167  19501474636129900  1.057177058358150e-03  7.155565494248999e-01  2.855006276334582e-01               1.40                    3.50
    4418  73.6333  19470334604472493  1.055488953859439e-03  7.166120383787594e-01  2.844434505751001e-01               1.40                    3.52
    4419  73.6500  19439054498382464  1.053793255910519e-03  7.176658316346699e-01  2.833879616212406e-01               1.39                    3.53
    4420  73.6667  19407635170524137  1.052090010734418e-03  7.187179216454043e-01  2.823341683653301e-01               1.39                    3.54
    4421  73.6833  19376077489923075  1.050379265441104e-03  7.197683009108454e-01  2.812820783545957e-01               1.39                    3.56
    4422  73.7000  19344382300384418  1.048661065773346e-03  7.208169619766187e-01  2.802316990891546e-01               1.39                    3.57
    4423  73.7167  19312550455442373  1.046935458001327e-03  7.218638974346201e-01  2.791830380233812e-01               1.39                    3.58
    4424  73.7333  19280582803401089  1.045202488111706e-03  7.229090999227318e-01  2.781361025653799e-01               1.38                    3.60
    4425  73.7500  19248480217483325  1.043462203441984e-03  7.239525621261738e-01  2.770909000772682e-01               1.38                    3.61
    4426  73.7667  19216243542082501  1.041714649766820e-03  7.249942767759406e-01  2.760474378738262e-01               1.38                    3.62
    4427  73.7833  19183873626651757  1.039959873135160e-03  7.260342366490757e-01  2.750057232240594e-01               1.38                    3.64
    4428  73.8000  19151371321915048  1.038197919664844e-03  7.270724345687406e-01  2.739657633509243e-01               1.38                    3.65
    4429  73.8167  19118737480049123  1.036428835552465e-03  7.281088634042930e-01  2.729275654312594e-01               1.37                    3.66
    4430  73.8333  19085972970251462  1.034652667917313e-03  7.291435160722104e-01  2.718911365957070e-01               1.37                    3.68
    4431  73.8500  19053078636438051  1.032869462508164e-03  7.301763855347185e-01  2.708564839277896e-01               1.37                    3.69
    4432  73.8667  19020055332316206  1.031079265604587e-03  7.312074648003232e-01  2.698236144652815e-01               1.37                    3.71
    4433  73.8833  18986903905886010  1.029282123176756e-03  7.322367469234998e-01  2.687925351996769e-01               1.37                    3.72
    4434  73.9000  18953625230341581  1.027478082560621e-03  7.332642250060605e-01  2.677632530765001e-01               1.36                    3.73
    4435  73.9167  18920220150176229  1.025667189536254e-03  7.342898921955967e-01  2.667357749939395e-01               1.36                    3.75
    4436  73.9333  18886689515047463  1.023849490163683e-03  7.353137416857605e-01  2.657101078044032e-01               1.36                    3.76
    4437  73.9500  18853034175655609  1.022025030559464e-03  7.363357667163200e-01  2.646862583142396e-01               1.36                    3.78
    4438  73.9667  18819254983825800  1.020193856901129e-03  7.373559605732211e-01  2.636642332836801e-01               1.36                    3.79
    4439  73.9833  18785352808851157  1.018356016313155e-03  7.383743165895342e-01  2.626440394267790e-01               1.35                    3.81
    4440  74.0000  18751328494798802  1.016511554552510e-03  7.393908281440867e-01  2.616256834104658e-01               1.35                    3.82
    4441  74.0167  18717182895531553  1.014660517907192e-03  7.404054886619938e-01  2.606091718559133e-01               1.35                    3.84
    4442  74.0333  18682916862481382  1.012802952533419e-03  7.414182916145273e-01  2.595945113380061e-01               1.35                    3.85
    4443  74.0500  18648531265342379  1.010938905577403e-03  7.424292305201047e-01  2.585817083854727e-01               1.35                    3.87
    4444  74.0667  18614026948319738  1.009068422803599e-03  7.434382989429084e-01  2.575707694798953e-01               1.35                    3.88
    4445  74.0833  18579404761417281  1.007191550290807e-03  7.444454904931991e-01  2.565617010570917e-01               1.34                    3.90
